intent,user_query,ideal_response,notes,document
cobra_continuation_and_qualifying_events,How long can I keep COBRA coverage after leaving my job?,"COBRA continuation has specific qualifying events, election timelines, and premium responsibilities. Using SECTION_III_COBRA_Continuity_and_Qualifying_Events, tell me the qualifying event and date, and I’ll outline the election window, how coverage continues, and the key forms/process steps.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_III_COBRA_Continuity_and_Qualifying_Events
cobra_continuation_and_qualifying_events,How much time do I have to elect COBRA after losing coverage?,"COBRA continuation has specific qualifying events, election timelines, and premium responsibilities. Using SECTION_III_COBRA_Continuity_and_Qualifying_Events, tell me the qualifying event and date, and I’ll outline the election window, how coverage continues, and the key forms/process steps.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_III_COBRA_Continuity_and_Qualifying_Events
hipaa_special_enrollment_events,Can I enroll mid-year if I lose other health coverage?,"HIPAA special enrollment rules apply for specific life events and loss of other coverage, with strict deadlines. Based on SECTION_IV_SPECIAL_ENROLLMENT_PROVISION, share the event type and date, and I’ll explain eligibility, timing, and documentation to enroll or change coverage.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IV_SPECIAL_ENROLLMENT_PROVISION
hipaa_special_enrollment_events,Can I add my family if I gain a new dependent like a baby or spouse?,"HIPAA special enrollment rules apply for specific life events and loss of other coverage, with strict deadlines. Based on SECTION_IV_SPECIAL_ENROLLMENT_PROVISION, share the event type and date, and I’ll explain eligibility, timing, and documentation to enroll or change coverage.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IV_SPECIAL_ENROLLMENT_PROVISION
hipaa_special_enrollment_events,What is a special enrollment right under HIPAA?,"HIPAA special enrollment rules apply for specific life events and loss of other coverage, with strict deadlines. Based on SECTION_IV_SPECIAL_ENROLLMENT_PROVISION, share the event type and date, and I’ll explain eligibility, timing, and documentation to enroll or change coverage.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IV_SPECIAL_ENROLLMENT_PROVISION
hipaa_special_enrollment_events,When will my coverage start if I enroll due to a special enrollment event?,"HIPAA special enrollment rules apply for specific life events and loss of other coverage, with strict deadlines. Based on SECTION_IV_SPECIAL_ENROLLMENT_PROVISION, share the event type and date, and I’ll explain eligibility, timing, and documentation to enroll or change coverage.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IV_SPECIAL_ENROLLMENT_PROVISION
transgender_and_gender_affirming_care,Does my plan cover gender-affirming surgery or procedures?,"Coverage for gender-affirming care is governed by medical necessity standards and plan rules. Referencing SECTION_V_Transgender_Care_and_Medical_Benefit_Standards, tell me the service type (hormone therapy, surgery, counseling, etc.) and whether prior authorization is involved, and I’ll summarize the policy-aligned pathway without speculating beyond the document.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_V_Transgender_Care_and_Medical_Benefit_Standards
transgender_and_gender_affirming_care,Are hormone therapies for gender transition covered under this plan?,"Coverage for gender-affirming care is governed by medical necessity standards and plan rules. Referencing SECTION_V_Transgender_Care_and_Medical_Benefit_Standards, tell me the service type (hormone therapy, surgery, counseling, etc.) and whether prior authorization is involved, and I’ll summarize the policy-aligned pathway without speculating beyond the document.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_V_Transgender_Care_and_Medical_Benefit_Standards
transgender_and_gender_affirming_care,Are there any exclusions for transgender-related care in my benefits?,"Coverage for gender-affirming care is governed by medical necessity standards and plan rules. Referencing SECTION_V_Transgender_Care_and_Medical_Benefit_Standards, tell me the service type (hormone therapy, surgery, counseling, etc.) and whether prior authorization is involved, and I’ll summarize the policy-aligned pathway without speculating beyond the document.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_V_Transgender_Care_and_Medical_Benefit_Standards
transgender_and_gender_affirming_care,Do I need prior authorization for gender-affirming treatments?,"Coverage for gender-affirming care is governed by medical necessity standards and plan rules. Referencing SECTION_V_Transgender_Care_and_Medical_Benefit_Standards, tell me the service type (hormone therapy, surgery, counseling, etc.) and whether prior authorization is involved, and I’ll summarize the policy-aligned pathway without speculating beyond the document.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_V_Transgender_Care_and_Medical_Benefit_Standards
surprise_billing_and_out_of_network_protections,What protections do I have against surprise medical bills?,"Out-of-network protections and surprise billing rules depend on the setting of care and notice/consent requirements. Using SECTION_VI_Surprise_Billing_and_Additional_Provisions, share where you received care (ER, hospital, ambulatory center) and what the bill says, and I’ll outline the protections and dispute steps at a high level.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VI_Surprise_Billing_and_Additional_Provisions
surprise_billing_and_out_of_network_protections,How are emergency out-of-network bills handled under my plan?,"Out-of-network protections and surprise billing rules depend on the setting of care and notice/consent requirements. Using SECTION_VI_Surprise_Billing_and_Additional_Provisions, share where you received care (ER, hospital, ambulatory center) and what the bill says, and I’ll outline the protections and dispute steps at a high level.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VI_Surprise_Billing_and_Additional_Provisions
surprise_billing_and_out_of_network_protections,What happens if I am treated by an out-of-network doctor at an in-network hospital?,"Out-of-network protections and surprise billing rules depend on the setting of care and notice/consent requirements. Using SECTION_VI_Surprise_Billing_and_Additional_Provisions, share where you received care (ER, hospital, ambulatory center) and what the bill says, and I’ll outline the protections and dispute steps at a high level.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VI_Surprise_Billing_and_Additional_Provisions
surprise_billing_and_out_of_network_protections,Can I be balance-billed for services covered by surprise billing protections?,"Out-of-network protections and surprise billing rules depend on the setting of care and notice/consent requirements. Using SECTION_VI_Surprise_Billing_and_Additional_Provisions, share where you received care (ER, hospital, ambulatory center) and what the bill says, and I’ll outline the protections and dispute steps at a high level.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VI_Surprise_Billing_and_Additional_Provisions
health_plan_summaries_and_sbc_details,Where can I see a summary of each health plan’s key benefits?,"Summary of Benefits and Coverage (SBC) documents standardize what each plan covers and the cost-sharing examples. Per SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary, tell me which plan(s) you’re comparing, and I’ll point you to the right SBC sections and summarize the decision-relevant differences.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary
health_plan_summaries_and_sbc_details,How do I read the Summary of Benefits and Coverage (SBC) for my plan?,"Summary of Benefits and Coverage (SBC) documents standardize what each plan covers and the cost-sharing examples. Per SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary, tell me which plan(s) you’re comparing, and I’ll point you to the right SBC sections and summarize the decision-relevant differences.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary
health_plan_summaries_and_sbc_details,Which plan has the lowest out-of-pocket maximum overall?,"Summary of Benefits and Coverage (SBC) documents standardize what each plan covers and the cost-sharing examples. Per SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary, tell me which plan(s) you’re comparing, and I’ll point you to the right SBC sections and summarize the decision-relevant differences.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary
health_plan_summaries_and_sbc_details,Which plans include out-of-network coverage in their SBC?,"Summary of Benefits and Coverage (SBC) documents standardize what each plan covers and the cost-sharing examples. Per SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary, tell me which plan(s) you’re comparing, and I’ll point you to the right SBC sections and summarize the decision-relevant differences.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VII_Health_Plans_Overview_and_SBC_Details&Glossary
pica_program_and_senior_prescription_benefits,What is the PICA prescription drug program and what does it cover?,"Senior prescription programs and related benefits have eligibility rules and coverage parameters. Referencing SECTION_VIII_PICA_Prescription_and_senior_benefits, confirm age/retiree status and current plan, and I’ll outline the program scope and how to access the benefit.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VIII_PICA_Prescription_and_senior_benefits
pica_program_and_senior_prescription_benefits,Which medications are covered under PICA instead of my regular drug plan?,"Senior prescription programs and related benefits have eligibility rules and coverage parameters. Referencing SECTION_VIII_PICA_Prescription_and_senior_benefits, confirm age/retiree status and current plan, and I’ll outline the program scope and how to access the benefit.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VIII_PICA_Prescription_and_senior_benefits
pica_program_and_senior_prescription_benefits,How do prescription benefits change when I become Medicare-eligible?,"Senior prescription programs and related benefits have eligibility rules and coverage parameters. Referencing SECTION_VIII_PICA_Prescription_and_senior_benefits, confirm age/retiree status and current plan, and I’ll outline the program scope and how to access the benefit.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VIII_PICA_Prescription_and_senior_benefits
pica_program_and_senior_prescription_benefits,Do I need a separate prescription drug plan if I am enrolled in a City Medicare HMO?,"Senior prescription programs and related benefits have eligibility rules and coverage parameters. Referencing SECTION_VIII_PICA_Prescription_and_senior_benefits, confirm age/retiree status and current plan, and I’ll outline the program scope and how to access the benefit.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_VIII_PICA_Prescription_and_senior_benefits
employee_assistance_and_wellness_programs,Does my employer offer an Employee Assistance Program (EAP)?,"EAP and wellness programs typically cover confidential counseling, referrals, and certain prevention services. Using SECTION_IX_EAP&blood_program, tell me what support you’re seeking (mental health counseling, work-life resources, wellness programs), and I’ll summarize what’s included and how to access it.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IX_EAP&blood_program
employee_assistance_and_wellness_programs,What types of counseling or support services are available through the EAP?,"EAP and wellness programs typically cover confidential counseling, referrals, and certain prevention services. Using SECTION_IX_EAP&blood_program, tell me what support you’re seeking (mental health counseling, work-life resources, wellness programs), and I’ll summarize what’s included and how to access it.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IX_EAP&blood_program
employee_assistance_and_wellness_programs,Is participation in wellness or blood donation programs tied to my health benefits?,"EAP and wellness programs typically cover confidential counseling, referrals, and certain prevention services. Using SECTION_IX_EAP&blood_program, tell me what support you’re seeking (mental health counseling, work-life resources, wellness programs), and I’ll summarize what’s included and how to access it.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IX_EAP&blood_program
employee_assistance_and_wellness_programs,Is the EAP confidential and does it cost anything to use?,"EAP and wellness programs typically cover confidential counseling, referrals, and certain prevention services. Using SECTION_IX_EAP&blood_program, tell me what support you’re seeking (mental health counseling, work-life resources, wellness programs), and I’ll summarize what’s included and how to access it.","Ground answers in retrieved policy text; avoid plan-specific numbers unless explicitly present in the retrieved chunk; ask for employee class/plan name/dates when needed; if not supported, provide a safe redirect to HR/plan administrator.",SECTION_IX_EAP&blood_program
